@relation Aug28_log_50k
@attribute Client string
@attribute Date string
@attribute Time string
@attribute Method string
@attribute Request_Url string
@attribute Request_Protocol string
@attribute HTTP_status_code integer
@attribute Bytes integer
@data
'3.bank2.dialup.ctenet.com','1995-08-28','00:02:04','GET','/pub/atomicbk/catalog/erotica.html','HTTP/1.0',200,11362
's254n034ppp15.csun.edu','1995-08-28','00:02:06','GET','/pub/atomicbk/home.html','HTTP/1.0',200,4051
'ikd7.info.gifu-u.ac.jp','1995-08-28','00:02:09','GET','/pub/terra/news-aug25','HTTP/1.0',200,605
'crl12.crl.com','1995-08-28','00:02:10','GET','/atomicbk/catalog/catalog.html','HTTP/1.0',200,4654
'asn6.whidbey.net','1995-08-28','00:02:11','GET','/pub/k2/suv/suvindex.htm','HTTP/1.0',200,1403
'SSA10.HALLS.ColoState.EDU','1995-08-28','00:02:12','GET','/','HTTP/1.0',200,1834
'SSA10.HALLS.ColoState.EDU','1995-08-28','00:02:12','GET','/graphics/BUTTON1.GIF','HTTP/1.0',200,1434
'160.15.28.30','1995-08-28','00:02:18','GET','/pub/atomicbk/catalog/catalog.html','HTTP/1.0',200,4654
'freenet3.scri.fsu.edu','1995-08-28','00:02:19','GET','/pub/rjgula/os/linux/sigurg.txt','HTTP/1.0',200,3238
'204.253.122.109','1995-08-28','00:02:19','GET','/pub/usenet-b/www/home.html','HTTP/1.0',200,1710
'rscmac01.uncg.edu','1995-08-28','00:02:20','GET','/pub/listserv/lsmus1.html','HTTP/1.0',200,2713
'vyger213.nando.net','1995-08-28','00:02:20','GET','/pub/atomicbk/catalog/adultcom.html','HTTP/1.0',200,8705
'151.161.17.54','1995-08-28','00:02:21','GET','/pub/job/vk/vendela.html','HTTP/1.0',200,14961
'SkyBlu.CCIT.Arizona.EDU','1995-08-28','00:02:21','GET','/pub/global/toc.html','HTTP/1.0',200,1696
'164.24.med.umich.edu','1995-08-28','00:02:23','GET','/pub/atomicbk/catalog/sleazbk.html','HTTP/1.0',200,18338
'd230.portal.ca','1995-08-28','00:02:25','GET','/theme/cgi-bin/serch.html','HTTP/1.0',200,2984
'ts5-08.InfoRamp.Net','1995-08-28','00:02:25','GET','/pub/robert/current.html','HTTP/1.0',200,30337
'scooter.pa-x.dec.com','1995-08-28','00:02:26','GET','/pub/gen/mswg/msbb/index.html','HTTP/1.0',200,1417
'pwpark.remote.Princeton.EDU','1995-08-28','00:02:28','GET','/pub/peace/FAQ6.html','HTTP/1.0',200,1507
'SkyBlu.CCIT.Arizona.EDU','1995-08-28','00:02:31','GET','/pub/global/front.html','HTTP/1.0',200,1685
'rscmac01.uncg.edu','1995-08-28','00:02:32','GET','/pub/listserv/imag.html','HTTP/1.0',200,2211
'dialup-190.Minn.Net','1995-08-28','00:02:35','GET','/pub/jeffd/mr_newt.html','HTTP/1.0',200,8305
'www-b4.proxy.aol.com','1995-08-28','00:02:40','GET','/pub/networx/autopage/autopage.html','HTTP/1.0',200,1413
'128.250.10.89','1995-08-28','00:02:40','GET','/pub/job/vk/vendela.html','HTTP/1.0',200,14961
'Loki.async.smsu.edu','1995-08-28','00:02:42','GET','/pub/ahasuer/heinlein/first.html','HTTP/1.0',200,1469
'soc5.acpub.duke.edu','1995-08-28','00:02:43','GET','/pub/rackets/','HTTP/1.0',200,13903
'isgate.is','1995-08-28','00:02:43','GET','/pub/lupine/www/tlk/sources.html','HTTP/1.0',200,5295
'160.15.28.30','1995-08-28','00:02:45','GET','/atomicbk/catalog/sleazmag.html','HTTP/1.0',200,6688
'204.249.225.59','1995-08-28','00:02:45','GET','/pub/rmharris/catalogs/dawsocat/530-3.html','HTTP/1.0',200,23167
'shep102.wustl.edu','1995-08-28','00:02:47','GET','/pub/pribut/spfide.html','HTTP/1.0',200,11837
'crl12.crl.com','1995-08-28','00:02:47','GET','/atomicbk/catalog/adultcom.html','HTTP/1.0',200,8705
'tst55192.nepsy.els.att.net','1995-08-28','00:02:48','GET','/pub/atomicbk/catalog/catalog.html','HTTP/1.0',200,4654
'pipe4.nyc.pipeline.com','1995-08-28','00:02:51','GET','/pub/journalism/awesome.html','HTTP/1.0',200,11610
'rscmac01.uncg.edu','1995-08-28','00:02:51','GET','/pub/listserv/impur1.html','HTTP/1.0',200,1500
'ricohigw.ricoh.co.jp','1995-08-28','00:02:53','GET','/pub/job/vk/vendela.html','HTTP/1.0',200,14961
'pwpark.remote.Princeton.EDU','1995-08-28','00:02:54','GET','/pub/peace/MI1.html','HTTP/1.0',200,2582
'd230.portal.ca','1995-08-28','00:02:56','GET','/theme/cgi-bin/serch.wrl','HTTP/1.0',200,12963
'line41.megatoon.com','1995-08-28','00:02:56','GET','/pub/wmcbrine/Madonna/remember.zip','HTTP/1.0',200,1674
'er6.rutgers.edu','1995-08-28','00:02:59','GET','/pub/rjgula/attacks/ftpd/bounce1.txt','HTTP/1.0',200,9907
'ari.ari.net','1995-08-28','00:03:03','GET','/html/services.html','HTTP/1.0',200,6050
'clark.net','1995-08-28','00:03:05','GET','/pub/valentin/','HTTP/1.0',200,5150
'crl12.crl.com','1995-08-28','00:03:06','GET','/atomicbk/','HTTP/1.0',200,4051
'160.15.28.30','1995-08-28','00:03:07','GET','/atomicbk/catalog/catalog.html','HTTP/1.0',200,4654
'pwpark.remote.Princeton.EDU','1995-08-28','00:03:07','GET','/pub/peace/MI4.html','HTTP/1.0',200,1606
'hpcvsop.cv.hp.com','1995-08-28','00:03:12','GET','/pub/sshay/home.html','HTTP/1.0',200,3145
'ix-atl16-23.ix.netcom.com','1995-08-28','00:03:13','GET','/pub/job/vk/vendela.html','HTTP/1.0',200,14961
'alweiner.clark.net','1995-08-28','00:03:14','GET','/pub/alweiner/cgi-bin/homepage.html?game','HTTP/1.0',200,2131
'nmr4.cas.Vanderbilt.Edu','1995-08-28','00:03:14','GET','/atomicbk/catalog/adultcom.html','HTTP/1.0',200,8705
'www-b4.proxy.aol.com','1995-08-28','00:03:15','GET','/pub/networx/autopage/manu.html','HTTP/1.0',200,778
'pwpark.remote.Princeton.EDU','1995-08-28','00:03:17','GET','/pub/peace/MI5.html','HTTP/1.0',200,6822
'scooter.pa-x.dec.com','1995-08-28','00:03:19','GET','/pub/lazarus/irc/welcome.htm','HTTP/1.0',200,4366
'204.165.216.2','1995-08-28','00:03:22','GET','/pub/tile/home.html','HTTP/1.0',200,165
'agora.carleton.ca','1995-08-28','00:03:27','GET','/pub/sshay/gallery.html','HTTP/1.0',200,2101
'204.249.225.171','1995-08-28','00:03:29','GET','/pub/journalism/kid.html','HTTP/1.0',200,5343
'cparker.res.WPI.EDU','1995-08-28','00:03:32','GET','/pub/lcooksey/home.html','HTTP/1.0',200,7200
'line41.megatoon.com','1995-08-28','00:03:33','GET','/pub/wmcbrine/html/Maverick.html','HTTP/1.0',200,1643
'UTCVM.UTC.EDU','1995-08-28','00:03:35','GET','/pub/journalism/kid.html','HTTP/1.0',200,5343
'cyclom1-1-6.intersource.com','1995-08-28','00:03:42','GET','/pub/k2/jeep/jzj.htm','HTTP/1.0',200,3020
'ad21-049.compuserve.com','1995-08-28','00:03:42','GET','/html/clarknet.html','HTTP/1.0',200,4051
'164.24.med.umich.edu','1995-08-28','00:03:42','GET','/atomicbk/','HTTP/1.0',200,4051
'd230.portal.ca','1995-08-28','00:03:46','GET','/theme/cgi-bin/serch.wrl','HTTP/1.0',200,12963
'Loki.async.smsu.edu','1995-08-28','00:03:46','GET','/pub/ahasuer/heinlein/stinkeroos.html','HTTP/1.0',200,1096
'sl06.chrysalis.org','1995-08-28','00:03:47','GET','/pub/sshay/home.html','HTTP/1.0',200,3145
'dial10.sdcoe.k12.ca.us','1995-08-28','00:03:56','GET','/pub/journalism/kid.html','HTTP/1.0',200,5343
'pwpark.remote.Princeton.EDU','1995-08-28','00:03:56','GET','/pub/peace/DP1.html','HTTP/1.0',200,1998
'cadesm52.eng.utah.edu','1995-08-28','00:03:57','GET','/pub/sshay/gallery.html','HTTP/1.0',200,2101
'pm010-23.dialip.mich.net','1995-08-28','00:03:59','GET','/pub/journalism/awesome.html','HTTP/1.0',200,11610
'pwpark.remote.Princeton.EDU','1995-08-28','00:04:03','GET','/pub/peace/WWS1.html','HTTP/1.0',200,2298
'ari.ari.net','1995-08-28','00:04:07','GET','/html/clarknet.html','HTTP/1.0',200,4051
'Loki.async.smsu.edu','1995-08-28','00:04:08','GET','/pub/ahasuer/heinlein/difference.html','HTTP/1.0',200,1105
'204.249.225.59','1995-08-28','00:04:08','GET','/pub/rmharris/catalogs/dawsocat/530-3.html','HTTP/1.0',200,23167
'ix-dc9-27.ix.netcom.com','1995-08-28','00:04:10','GET','/pub/job/vk/vendela.html','HTTP/1.0',200,14961
'ad07-015.compuserve.com','1995-08-28','00:04:10','GET','/pub/sshay/about.html','HTTP/1.0',200,18751
'umslts1_10.umsl.edu','1995-08-28','00:04:11','GET','/pub/sshay/about.html','HTTP/1.0',200,18751
'dd17-020.compuserve.com','1995-08-28','00:04:16','GET','/pub/jeffd/index.html','HTTP/1.0',200,11428
'port06.annex1.naples.net','1995-08-28','00:04:18','GET','/pub/journalism/awesome.html','HTTP/1.0',200,11610
'horstadius.caltech.edu','1995-08-28','00:04:21','GET','/pub/atomicbk/catalog/sleazmag.html','HTTP/1.0',200,6688
'pdam.crynwr.com','1995-08-28','00:04:24','GET','/pub/quaker/web/archive.html','HTTP/1.0',200,8865
'www-d1.proxy.aol.com','1995-08-28','00:04:29','GET','/','HTTP/1.0',200,1834
'tst55192.nepsy.els.att.net','1995-08-28','00:04:29','GET','/atomicbk/catalog/pinup.html','HTTP/1.0',200,8316
'www-a2.proxy.aol.com','1995-08-28','00:04:29','GET','/pub/jeffd/keyes_96.html','HTTP/1.0',200,11502
'giants.occ.uc.edu','1995-08-28','00:04:32','GET','/pub/atomicbk/new/newjul15.html','HTTP/1.0',200,8878
'www-d1.proxy.aol.com','1995-08-28','00:04:40','GET','/graphics/BUTTON1.GIF','HTTP/1.0',200,1434
'164.24.med.umich.edu','1995-08-28','00:04:40','GET','/atomicbk/images/gallery.html','HTTP/1.0',200,2097
'ad21-049.compuserve.com','1995-08-28','00:04:44','GET','/printing/','HTTP/1.0',200,669
'chestnut1-5.slip.netaxs.com','1995-08-28','00:04:46','GET','/pub/iz/Books/Top100/top100.html','HTTP/1.0',200,3096
'www-d1.proxy.aol.com','1995-08-28','00:04:53','GET','/html/motd.txt','HTTP/1.0',200,786
'MATAHARI.TAMU.EDU','1995-08-28','00:04:53','GET','/pub/chivato/','HTTP/1.0',200,2131
'as2511-7.sl002.cns.vt.edu','1995-08-28','00:04:54','GET','/pub/k2/suv/suv.htm','HTTP/1.0',200,778
'clark.net','1995-08-28','00:04:54','GET','/pub/valentin/www/movies01.html','HTTP/1.0',200,2063
'ix-min1-05.ix.netcom.com','1995-08-28','00:04:57','GET','/pub/terra/','HTTP/1.0',200,2047
'pwpark.remote.Princeton.EDU','1995-08-28','00:04:57','GET','/pub/peace/OPSR3.html','HTTP/1.0',200,45080
'kuts8p07.cc.ukans.edu','1995-08-28','00:04:57','GET','/pub/peace/MI1.html','HTTP/1.0',200,2582
'line41.megatoon.com','1995-08-28','00:04:58','GET','/pub/wmcbrine/html/Icon.html','HTTP/1.0',200,3662
'chestnut1-5.slip.netaxs.com','1995-08-28','00:04:59','GET','/pub/iz/cgi-bin/counter?doc=Books/Top100/top100.html','HTTP/1.0',200,654
'village.village.ca','1995-08-28','00:05:04','GET','/pub/atomicbk/catalog/erotica.html','HTTP/1.0',200,11362
'137.132.148.148','1995-08-28','00:05:05','GET','/pub/sshay/home.html','HTTP/1.0',200,3145
'pm-2-10.connectnet.com','1995-08-28','00:05:05','GET','/pub/cargui/','HTTP/1.0',200,0
'clark.net','1995-08-28','00:05:08','GET','/pub/fractal/','HTTP/1.0',200,405
'chestnut1-5.slip.netaxs.com','1995-08-28','00:05:08','GET','/pub/iz/Books/books.html','HTTP/1.0',200,6033
'ari.ari.net','1995-08-28','00:05:11','GET','/pub/clarknet/faq/128k-isdn','HTTP/1.0',200,4855
'alweiner.clark.net','1995-08-28','00:05:12','GET','/pub/alweiner/cgi-bin/test.cgi?game','HTTP/1.0',200,18361
'tst55192.nepsy.els.att.net','1995-08-28','00:05:14','GET','/atomicbk/catalog/catalog.html','HTTP/1.0',200,4654
'giants.occ.uc.edu','1995-08-28','00:05:15','GET','/pub/atomicbk/contest/contest.html','HTTP/1.0',200,4085
'pwpark.remote.Princeton.EDU','1995-08-28','00:05:15','GET','/pub/peace/Fellows1.html','HTTP/1.0',200,1754
'205.136.33.130','1995-08-28','00:05:16','GET','/pub/jeffd/index.html','HTTP/1.0',200,11428
'hpsgmo1.sgp.hp.com','1995-08-28','00:05:17','GET','/pub/sshay/gallery.html','HTTP/1.0',200,2101
'metrix.metrobbs.com','1995-08-28','00:05:18','GET','/pub/rjgula/network.htm','HTTP/1.0',200,2017
'pm010-23.dialip.mich.net','1995-08-28','00:05:19','GET','/pub/journalism/info.wav','HTTP/1.0',200,38572
'hpcvsop.cv.hp.com','1995-08-28','00:05:20','GET','/pub/sshay/gallery.html','HTTP/1.0',200,2101
'piweba5y.prodigy.com','1995-08-28','00:05:21','GET','/pub/journalism/awesome.html','HTTP/1.0',200,11610
'as2511-7.sl002.cns.vt.edu','1995-08-28','00:05:23','GET','/pub/k2/suv/suvindex.htm','HTTP/1.0',200,1403
'chestnut1-5.slip.netaxs.com','1995-08-28','00:05:24','GET','/pub/iz/cgi-bin/counter?doc=Books/books.html','HTTP/1.0',200,654
'kuts8p07.cc.ukans.edu','1995-08-28','00:05:24','GET','/pub/peace/MI2.html','HTTP/1.0',200,1043
'sl06.chrysalis.org','1995-08-28','00:05:24','GET','/pub/sshay/interact.html','HTTP/1.0',200,2694
'port06.annex1.naples.net','1995-08-28','00:05:27','GET','/pub/journalism/info.wav','HTTP/1.0',200,38572
'204.249.225.59','1995-08-28','00:05:27','GET','/pub/rmharris/catalogs/dawsocat/530-3.html','HTTP/1.0',200,23167
'mgeyman.nforce.com','1995-08-28','00:05:28','GET','/pub/robert/current.html','HTTP/1.0',200,30337
'metrix.metrobbs.com','1995-08-28','00:05:28','GET','/pub/rjgula/attacks.htm','HTTP/1.0',200,6950
'CU-DIALUP-0830.CIT.CORNELL.EDU','1995-08-28','00:05:30','GET','/pub/k2/am4x44u/4x4.html','HTTP/1.0',200,2788
'pwpark.remote.Princeton.EDU','1995-08-28','00:05:31','GET','/pub/peace/Fellows6.html','HTTP/1.0',200,8033
'PPP-73-5.BU.EDU','1995-08-28','00:05:33','GET','/pub/phil/WinonaRyder/articles/Life.Jun89.html','HTTP/1.0',200,1351
'crl12.crl.com','1995-08-28','00:05:34','GET','/atomicbk/catalog/mayhem.html','HTTP/1.0',200,10610
'ppp-dial27.wchat.on.ca','1995-08-28','00:05:38','GET','/pub/atomicbk/huffines.html','HTTP/1.0',200,27987
'150.216.66.37','1995-08-28','00:05:39','GET','/pub/sshay/about.html','HTTP/1.0',200,18751
'kuts8p07.cc.ukans.edu','1995-08-28','00:05:43','GET','/pub/peace/VRS2.html','HTTP/1.0',200,1174
'Loki.async.smsu.edu','1995-08-28','00:05:44','GET','/pub/wmcbrine/html/Madonna.html','HTTP/1.0',200,13440
'143.166.138.142','1995-08-28','00:05:45','GET','/pub/pgarrett/pose.html','HTTP/1.0',200,1440
'dal04-07.ppp.iadfw.net','1995-08-28','00:05:46','GET','/pub/ibos/contempo/jewelry1.html','HTTP/1.0',200,5403
'umslts1_10.umsl.edu','1995-08-28','00:05:47','GET','/pub/sshay/gallery.html','HTTP/1.0',200,2101
'pm0p5.iohk.com','1995-08-28','00:05:47','GET','/pub/cargui/photos.html','HTTP/1.0',200,2951
'gcp-remote-p1.atsc.allied.com','1995-08-28','00:05:53','GET','/pub/farm/emma.html','HTTP/1.0',200,649
'161.139.168.45','1995-08-28','00:05:53','GET','/pub/mbrophy/the_sandra_page.html','HTTP/1.0',200,1459
'dialup-190.Minn.Net','1995-08-28','00:05:54','GET','/pub/jeffd/index.html','HTTP/1.0',200,11428
'cyclom1-1-6.intersource.com','1995-08-28','00:05:56','GET','/pub/k2/jeep/jcj.htm','HTTP/1.0',200,2499
'as2511-7.sl002.cns.vt.edu','1995-08-28','00:05:56','GET','/pub/k2/suv/suv2.htm','HTTP/1.0',200,3686
'metrix.metrobbs.com','1995-08-28','00:05:59','GET','/pub/rjgula/os.htm','HTTP/1.0',200,9175
'port006-25-yow.sonetis.com','1995-08-28','00:06:00','GET','/pub/atomicbk/catalog/pinup.html','HTTP/1.0',200,8316
'205.136.33.130','1995-08-28','00:06:02','GET','/pub/jeffd/liealot.html','HTTP/1.0',200,3742
'kuts8p07.cc.ukans.edu','1995-08-28','00:06:02','GET','/pub/peace/VRS4.html','HTTP/1.0',200,5567
'sunsite.nus.sg','1995-08-28','00:06:06','GET','/pub/sshay/home.html','HTTP/1.0',200,3145
'jove.acs.unt.edu','1995-08-28','00:06:08','GET','/pub/ibos/coffee/coffee.html','HTTP/1.0',200,3450
'nmr4.cas.Vanderbilt.Edu','1995-08-28','00:06:12','GET','/atomicbk/catalog/erotica.html','HTTP/1.0',200,11362
'lab4pc.sfc.Lehigh.EDU','1995-08-28','00:06:18','GET','/pub/job/vk/vendela.html','HTTP/1.0',200,14961
'piweba5y.prodigy.com','1995-08-28','00:06:19','GET','/pub/journalism/info.wav','HTTP/1.0',200,38572
'137.132.148.148','1995-08-28','00:06:21','GET','/pub/sshay/gallery.html','HTTP/1.0',200,2101
'tampico.usc.edu','1995-08-28','00:06:21','GET','/pub/kolesar/home.html','',200,1765
'www-b6.proxy.aol.com','1995-08-28','00:06:22','GET','/pub/networx/autopage/exotic/ex001.html','HTTP/1.0',200,541
'metrix.metrobbs.com','1995-08-28','00:06:23','GET','/pub/rjgula/faqs.htm','HTTP/1.0',200,1106
'ip053.sky.net','1995-08-28','00:06:24','GET','/pub/phil/WinonaRyder.html','HTTP/1.0',200,19870
'www-b3.proxy.aol.com','1995-08-28','00:06:26','GET','/pub/jeffd/keyes_at.html','HTTP/1.0',200,24792
'd230.portal.ca','1995-08-28','00:06:32','GET','/theme/worlds/toolbox.wrl','HTTP/1.0',200,2097
'hpsgmo1.sgp.hp.com','1995-08-28','00:06:32','GET','/pub/sshay/partner.html','HTTP/1.0',200,7065
'bbeatty.pr.mcs.net','1995-08-28','00:06:32','GET','/','HTTP/1.0',200,1834
'bbeatty.pr.mcs.net','1995-08-28','00:06:36','GET','/graphics/BUTTON1.GIF','HTTP/1.0',200,1434
'port06.annex1.naples.net','1995-08-28','00:06:39','GET','/pub/journalism/info.wav','HTTP/1.0',200,38572
'F180-152.net.wisc.edu','1995-08-28','00:06:41','GET','/pub/job/vk/vendela.html','HTTP/1.0',200,14961
'www-b4.proxy.aol.com','1995-08-28','00:06:43','GET','/pub/networx/autopage/classic.html','HTTP/1.0',200,1206
'pc23-slip.ccs-stug.deakin.edu.au','1995-08-28','00:06:48','GET','/pub/atomicbk/catalog/death.html','HTTP/1.0',200,5110
'hpsgmo1.sgp.hp.com','1995-08-28','00:06:50','GET','/pub/sshay/links.html','HTTP/1.0',200,2992
'ip186.pay.primenet.com','1995-08-28','00:06:54','GET','/pub/k2/am4x44u/4x4.html','HTTP/1.0',200,2788
'www-c5.proxy.aol.com','1995-08-28','00:06:56','GET','/pub/atomicbk/catalog/erotica.html','HTTP/1.0',200,11362
'kuts8p07.cc.ukans.edu','1995-08-28','00:06:57','GET','/pub/peace/VRS7.html','HTTP/1.0',200,5727
'nmr4.cas.Vanderbilt.Edu','1995-08-28','00:06:57','GET','/atomicbk/catalog/pinup.html','HTTP/1.0',200,8316
'ppp-mia-62.shadow.net','1995-08-28','00:07:03','GET','/pub/atomicbk/catalog/sleazbk.html','HTTP/1.0',200,18338
'bbeatty.pr.mcs.net','1995-08-28','00:07:04','GET','/pub/journalism/awesome.html','HTTP/1.0',200,11610
'crl12.crl.com','1995-08-28','00:07:06','GET','/atomicbk/catalog/tattoo.html','HTTP/1.0',200,3073
'205.177.16.18','1995-08-28','00:07:07','GET','/pub/job/vk/vendela.html','HTTP/1.0',200,14961
'205.136.33.130','1995-08-28','00:07:07','GET','/pub/jeffd/whitewtr.au','HTTP/1.0',200,294798
'www-c8.proxy.aol.com','1995-08-28','00:07:08','GET','/pub/theme/','HTTP/1.0',200,799
'in23.inetnebr.com','1995-08-28','00:07:14','GET','/pub/atomicbk/catalog/erotica.html','HTTP/1.0',200,11362
'crl12.crl.com','1995-08-28','00:07:14','GET','/pub/iz/Books/Top100/top100.html','HTTP/1.0',200,3096
'kuts8p07.cc.ukans.edu','1995-08-28','00:07:18','GET','/pub/peace/Country1.html','HTTP/1.0',200,1024
'crl12.crl.com','1995-08-28','00:07:20','GET','/pub/iz/cgi-bin/counter?doc=Books/Top100/top100.html','HTTP/1.0',200,654
'pfgc.mindspring.com','1995-08-28','00:07:21','GET','/pub/wick/misc/hello.wav','HTTP/1.0',200,31756
